"","x"
"343",0.000557267087804439
"344",0.000608176939754795
"345",0.000449392477727832
"346",0.000613904414199308
"347",0.000495214672520821
"348",0.000450446076615954
"349",0.000454023756823103
"350",0.000783696510251291
"351",0.000696952271307465
"352",0.000554166759791788
"353",0.000684326100012915
"354",0.000619913115562824
"355",0.000566433880531813
"356",0.000435961639507664
"357",0.000434261561108574
"358",0.000527796305338677
"359",0.000579738341057888
"360",0.000866341796962841
"361",0.000892153223775233
"362",0.000689663615360238
"363",0.000823500617951541
"364",0.000751035776364371
"365",0.000601190720307933
"366",0.000915374450135399
"367",0.00064342474087166
"368",0.000465501882786133
"369",0.000606515246441081
"370",0.00048429136790425
"371",0.000434408762165068
"372",0.000674438754642421
"373",0.000762723902299109
"374",0.000592364189234659
"375",0.000512012559022388
"376",0.000594796068825969
"377",0.000579291654225776
"378",0.000853297485779009
"379",0.000664379693286565
"380",0.000988108551033822
"381",0.000722838191123065
"382",0.000768361247258519
"383",0.00117514654144588
"384",0.00154650294460077
"385",0.00153068757327312
"386",0.00141623287763978
"387",0.000987731719105675
"388",0.00165114056603171
"389",0.00121657831808846
"390",0.00156939115215976
"391",0.00165777345988822
"392",0.00181601824071636
"393",0.000779411580916758
"394",0.002000711688356
"395",0.00223434760377395
"396",0.00138293317511161
"397",0.00163530596656719
"398",0.00170849367248629
"399",0.00271427873101542
"400",0.00170546739276126
"401",0.00112224188630953
"402",0.00134280484211464
"403",0.00110406055226882
"404",0.00116862546627829
"405",0.000886726746821055
"406",0.000617982233688724
"407",0.000815250370507956
"408",0.000911214744731604
"409",0.000971938155917865
"410",0.000893191588801168
"411",0.000646101090339758
"412",0.00079624735977
"413",0.000850487018556442
"414",0.00108448996861837
"415",0.00083949272848722
"416",0.000867564938222595
"417",0.000750747432208319
"418",0.000546470356490661
"419",0.000619179983162698
"420",0.000782815787939509
"421",0.00196045275441081
"422",0.00139236650329245
"423",0.00121416568091651
"424",0.000584163872202953
"425",0.00073607766682916
"426",0.000723751938998485
"427",0.000924492114274897
"428",0.000616044548587585
"429",0.000701944000400727
"430",0.000728661353893148
"431",0.000771414764257455
"432",0.000789745052944231
"433",0.000749617609768013
"434",0.000592309858267488
"435",0.000534157718952981
"436",0.000799682645421777
"437",0.000540674768236114
"438",0.000842093435254484
"439",0.000735120917943814
"440",0.000853014253686455
"441",0.000845768646845806
"442",0.00112455109438725
"443",0.000802446451203632
"444",0.00103816495100867
"445",0.000959825180404906
"446",0.000742336046349153
"447",0.00145455390918154
"448",0.00145948717041399
"449",0.000872951488652616
"450",0.000538233799229205
"451",0.000886840315946901
"452",0.0018559540034701
"453",0.00110304531706402
"454",0.00206016804129951
"455",0.00207946092946495
"456",0.00189217706754408
"457",0.00212054451930083
"458",0.00204048193420371
"459",0.00210930934666993
"460",0.00133023266243952
"461",0.00162029431876979
"462",0.00125442718288698
"463",0.001366541360781
"464",0.00147045145296656
"465",0.00147635158239896
"466",0.00149878841385776
"467",0.00173473863442492
"468",0.00108696914247911
"469",0.00123223523752249
"470",0.00121752183046265
"471",0.00116002569289415
"472",0.00122976528435069
"473",0.00122396898265746
"474",0.00108456571535854
"475",0.00103041055198172
"476",0.0012088119164236
"477",0.000958931562250935
"478",0.001219573711734
"479",0.00112405824275726
"480",0.00205464549923929
"481",0.00143669089820593
"482",0.00125193176370284
"483",0.00121245948724913
"484",0.00119327459415285
"485",0.00170741808742618
"486",0.0020243081261236
"487",0.00148782613145482
"488",0.00118672456259348
"489",0.000849862992621558
"490",0.000657568321839405
"491",0.000868704480065941
"492",0.000826517964845956
"493",0.000830492435480095
"494",0.00111203578534563
"495",0.000973303533132296
"496",0.00108627826078429
"497",0.00149542646583432
"498",0.0017976107170812
"499",0.00181132978365759
"500",0.00269812871195492
"501",0.00179678114119275
"502",0.000895208721930927
"503",0.00124942544618825
"504",0.00141406890375628
"505",0.00152114584389559
"506",0.00183894723709563
"507",0.00217593657608646
"508",0.00217501667923049
"509",0.0013424267421732
"510",0.00157508586923179
"511",0.00108495666275525
"512",0.00101383160903041
"513",0.00126156012125238
"514",0.00169392799794393
"515",0.00106309297941232
"516",0.000959417311733991
"517",0.00124479759637408
"518",0.00119838402062659
"519",0.00132513908515366
"520",0.00112507321987678
"521",0.00117347443493439
"522",0.0012544909816415
"523",0.00118902708228614
"524",0.00102818322142602
"525",0.0011101110432543
"526",0.00101853086930963
"527",0.00139815619623234
"528",0.00118070967038169
"529",0.000925291457140544
"530",0.00137598537243329
"531",0.00109215780546536
"532",0.00115612279479234
"533",0.00108262111519359
"534",0.000956588887045933
"535",0.00100943398023549
"536",0.00125440118316586
"537",0.00172049354492779
"538",0.00101957631005878
"539",0.001135693961469
"540",0.00166123608755173
"541",0.00172645969804832
"542",0.00147636490427588
"543",0.00257348678051385
"544",0.00233601180467716
"545",0.00314958438565694
"546",0.00287635000855001
"547",0.00236098479539783
"548",0.00198571066966953
"549",0.00155054976147068
"550",0.0013761671495263
"551",0.00122969554608833
"552",0.00207890457891458
"553",0.00137594617800239
"554",0.00115964930168027
"555",0.00139831122561843
"556",0.00139819930543654
"557",0.0015891223885027
"558",0.00117059369554664
"559",0.00107741875966573
"560",0.000943283667300626
"561",0.00105873397502679
"562",0.00118587361974884
"563",0.00109050555756151
"564",0.000778549605797013
"565",0.00112476264107493
"566",0.000919858683480108
"567",0.00104869740761362
"568",0.000994612913837822
"569",0.000706065128950663
"570",0.000973736491586865
"571",0.000995391848304901
"572",0.00122278614425599
"573",0.000859940181626227
"574",0.000781088463073344
"575",0.000763664475379511
"576",0.00115605805978506
"577",0.00100758770663254
"578",0.00100874962482286
"579",0.000839455095533275
"580",0.00102481707257202
"581",0.000802052944576284
"582",0.0010202926007223
"583",0.00102706933911966
"584",0.000917402359855555
"585",0.000841414281599444
"586",0.000711742977762186
"587",0.000833369883887887
"588",0.000729790392069216
"589",0.000764613750974224
"590",0.000735749127838203
"591",0.00100147725741415
"592",0.00108376525000237
"593",0.000958364950869954
"594",0.000766095161804627
"595",0.00082985662324538
"596",0.000990065501431534
"597",0.000678201343245782
"598",0.00124893053811989
"599",0.00122959460531705
"600",0.0012020169629656
"601",0.000975033561752735
"602",0.00101978510503431
"603",0.00115457892341237
"604",0.00165148859085141
"605",0.00154438032923561
"606",0.000977352001145473
"607",0.00100078327632645
"608",0.00126549298617817
"609",0.00145333879597086
"610",0.00197447634959649
"611",0.0015722501487063
"612",0.00119947190517698
"613",0.00104356586871211
"614",0.00150753139949782
"615",0.00120065201683614
"616",0.0011907168566201
"617",0.00154334161952898
"618",0.00135556232138436
"619",0.00168717391744694
"620",0.0014101954104353
"621",0.00132514107250069
"622",0.00176442603417964
"623",0.00181311421362155
"624",0.00134628036077391
"625",0.00224597099489176
"626",0.00215603571168105
"627",0.00199246149606164
"628",0.00349071078144317
"629",0.00218601349282127
"630",0.00221411781840694
"631",0.00164402725774032
"632",0.00159156610981114
"633",0.00184387522028242
"634",0.00250878933679338
"635",0.00182296732661776
"636",0.00202216633054891
"637",0.00179806836797421
"638",0.0016570226165165
"639",0.00188830108090629
"640",0.00167703724990605
"641",0.00152215206678423
"642",0.00149626058668915
"643",0.00138243869307872
"644",0.00156691743059809
"645",0.00119001251164935
"646",0.00129584602980753
"647",0.00132350667612657
"648",0.00133137570319287
"649",0.00176126905045683
"650",0.00112035623052283
"651",0.00117682635352192
"652",0.00120181663897416
"653",0.00129560479130795
"654",0.00142352972551183
"655",0.00116818622858004
"656",0.00110745654796835
"657",0.00104464481310526
"658",0.000899674361630804
"659",0.000950508863194806
"660",0.000928694738779028
"661",0.000841769217674702
"662",0.00118857085723972
"663",0.00108598413500157
"664",0.00107465580986082
"665",0.00157705697930391
"666",0.00206932150724493
"667",0.00189117490721912
"668",0.00186300377622888
"669",0.00243748891798452
"670",0.00223743964432014
"671",0.00321744682910847
"672",0.00789196501167003
"673",0.0156991888801343
"674",0.0192727010633234
"675",0.00489273473828842
"676",0.00348399459256053
"677",0.00405720189221675
"678",0.00344780810072906
"679",0.0041049824277885
"680",0.00412802504605527
"681",0.0101241035884259
"682",0.0041260253903289
"683",0.00379868048374705
"684",0.00338423750720548
"685",0.00538601277085839
"686",0.00449804038105043
"687",0.0169113024051317
"688",0.0057795581238205
"689",0.00920044439988073
"690",0.0182318651362954
"691",0.00662152786951443
"692",0.00404981141228968
"693",0.00460469881138707
"694",0.00502896433497879
"695",0.00296420554503325
"696",0.00280843993823211
"697",0.00342706655317444
"698",0.00257622274834365
"699",0.00424832737925772
"700",0.00424331928068353
"701",0.00457734379783276
"702",0.00791137773563154
"703",0.00597757932213069
"704",0.00401366485374694
"705",0.00353310776703847
"706",0.00238706508536518
"707",0.00225611561200925
"708",0.00242637195243486
"709",0.00380562374184516
"710",0.00279699896449553
"711",0.00388595809034158
"712",0.00492226398147596
"713",0.00297977814866153
"714",0.00535876657340793
"715",0.00456707862371763
"716",0.00417977749658078
"717",0.00323534744762214
"718",0.00370577383783064
"719",0.00740115231583127
"720",0.00487916364191921
"721",0.00558822959082205
"722",0.00430904057421927
"723",0.00236236006195257
"724",0.00380375984915561
"725",0.00348202827307535
"726",0.00388295599248718
"727",0.00482196872621757
"728",0.00324243525831266
"729",0.00376258576070537
"730",0.00322832291856001
"731",0.00275071460655405
"732",0.00246554563325959
"733",0.00221479967844574
"734",0.00280184195979894
"735",0.00207452839176568
"736",0.00303940284478279
"737",0.00412072141724737
"738",0.00238236870817057
"739",0.00223494454859663
"740",0.00196858679950319
"741",0.00136730134361578
"742",0.00120120403415294
"743",0.000903352336732354
"744",0.00126366158757477
"745",0.00112571138912573
"746",0.00125754767919513
"747",0.00163904104584656
"748",0.00172731455323614
"749",0.00195970732667255
"750",0.00195377309992536
"751",0.00172094778862772
"752",0.00177823868447239
"753",0.00209162545791548
"754",0.00264395579273562
"755",0.00263887740825494
"756",0.00334921344634604
"757",0.00471852056102018
"758",0.00299397744257355
"759",0.00322736476069088
"760",0.00470239729183016
"761",0.00336892534515808
"762",0.00297129695714712
"763",0.00250886075083693
"764",0.00256777109808173
"765",0.00247639769152134
"766",0.00332267480919845
"767",0.00262735521460142
"768",0.00252877391421143
"769",0.00272335441985016
"770",0.00270076586175108
"771",0.00265179218953787
"772",0.0024849067369066
"773",0.00360645029118753
"774",0.00225337442930308
"775",0.00217274548695725
"776",0.0020016164927183
"777",0.00201172983830759
"778",0.00311856240332657
"779",0.00236203121002052
"780",0.00373880063781019
"781",0.00256145147384613
"782",0.00301040212091321
"783",0.00328348557196894
"784",0.00218614724777347
"785",0.00246520167451266
"786",0.0022444076673182
"787",0.00350529303788469
"788",0.00257873919423649
"789",0.00279730898827396
"790",0.00399027940649339
"791",0.00280665554575584
"792",0.00281883831016651
"793",0.0030951933083567
"794",0.00218323804469523
"795",0.00293606394717254
"796",0.00283833028754358
"797",0.00227084992021398
"798",0.00361101597493143
"799",0.0029506365302537
"800",0.00286058298280094
"801",0.00222073594417926
"802",0.00288017512227439
"803",0.00340630296375131
"804",0.00290465872627266
"805",0.00214109274619591
"806",0.00182138674181016
"807",0.00183506501182289
"808",0.00193019002447642
"809",0.00247805941780901
"810",0.00194093541525871
"811",0.00149127626514803
"812",0.00187151954774241
"813",0.00189551196563062
"814",0.00147069091123921
"815",0.00168479958462502
"816",0.00184430327599966
"817",0.0019344196455039
"818",0.00157484762280842
"819",0.00214949704296249
"820",0.00206682742701621
"821",0.00244721146577546
"822",0.00272752887175439
"823",0.00219358949115494
"824",0.00301708654445388
"825",0.00148334305122098
"826",0.00136353299454072
"827",0.00157201178015813
"828",0.00134704756567656
"829",0.0019373114874442
"830",0.00149067943019405
"831",0.00151869088605063
"832",0.00201935376726284
"833",0.00181861158621347
"834",0.00229714404085289
"835",0.00152771294174283
"836",0.00178069475899204
"837",0.0014860886656008
"838",0.00152342085816294
"839",0.00113751924971912
"840",0.00118372481817667
"841",0.0014684651021181
"842",0.00163596957074231
"843",0.00146547344999298
"844",0.000960152796721024
"845",0.00130603138973665
"846",0.00142485656961962
"847",0.00139303246884189
"848",0.000727274711020494
"849",0.00118219186153799
"850",0.00132034293591283
"851",0.00114201076744452
"852",0.00109179755483617
"853",0.000914666442889813
"854",0.000871450911359427
"855",0.00089633916185522
"856",0.00155328142501803
"857",0.00109790319037704
"858",0.000640595077655268
"859",0.000922988792068947
"860",0.00113124563177993
"861",0.00143356946352502
"862",0.000876946481323275
"863",0.000723130752646094
"864",0.00105831130472921
"865",0.00119643074726153
"866",0.00126873430957983
"867",0.00124738380906695
"868",0.000693434837758545
"869",0.000774800780694641
"870",0.00072480499837131
"871",0.000882595970653406
"872",0.000694251371695759
"873",0.000886761864265102
"874",0.000971501666883056
"875",0.00148718954956677
"876",0.00102390379928413
"877",0.00101824010491948
"878",0.00103707500635458
"879",0.00100597915760823
"880",0.000892251618573622
"881",0.000934100791181552
"882",0.000904911739224207
"883",0.000879648952744523
"884",0.00111957445834197
"885",0.00153341833292126
"886",0.00115685258783691
"887",0.000952781319741682
"888",0.000822626302988821
"889",0.000828801064639114
"890",0.000886232298253039
"891",0.000778166148290032
"892",0.000767079831322183
"893",0.000732019918589776
"894",0.000833046444265651
"895",0.000798094402936438
"896",0.00103374941519502
"897",0.00102530719052118
"898",0.000942171924541684
"899",0.00102620437419551
"900",0.00108118930090181
"901",0.000789095967170056
"902",0.000591241404177296
"903",0.000650150540171083
"904",0.000565887638427161
"905",0.000804934838367997
"906",0.000619748072890073
"907",0.000715633386445535
"908",0.000781331404181841
"909",0.000717264345548139
"910",0.000725145044249871
"911",0.000625262912928095
"912",0.000645315165810839
"913",0.000577211811331192
"914",0.00098211624967105
"915",0.000931346593170436
"916",0.000632085434622865
"917",0.000700741290635023
"918",0.000685420967837887
"919",0.000960743959033638
"920",0.000820323097804531
"921",0.000867228741306821
"922",0.00076242945269784
"923",0.00105061558298343
"924",0.000972712967833877
"925",0.0011316964894374
"926",0.000630329601109367
"927",0.000621897518600208
"928",0.000796672862179536
"929",0.000908222057384698
"930",0.00111542934049621
"931",0.00095254575537979
"932",0.000700839750310578
"933",0.00077894413658394
"934",0.000873879861802446
"935",0.000783890139402981
"936",0.00109430575644783
"937",0.000636117658683195
"938",0.00113726432650133
"939",0.000746644228955506
"940",0.000685764639832505
"941",0.000458764796116612
"942",0.000612353085939543
"943",0.000601507415614614
"944",0.000897869653646674
"945",0.000646003914419881
"946",0.000681610404450059
"947",0.000653345124129629
"948",0.000785556686333298
"949",0.0009885011866498
"950",0.000849470651020561
"951",0.000892209854859122
"952",0.00105699702239615
"953",0.000873213062911528
"954",0.0010007060831347
"955",0.000747157208995741
"956",0.00105347611550782
"957",0.0014384752468839
"958",0.0011797351027701
"959",0.0010746845124879
"960",0.000987855216642078
"961",0.000946837672689083
"962",0.00071047684829778
"963",0.00072540782830435
"964",0.000815292746674792
"965",0.000644666568905498
"966",0.000567027726538716
"967",0.000847433561407613
"968",0.000605087796099158
"969",0.000666546942027335
"970",0.000633365652954443
"971",0.000601075293075277
"972",0.000531191675688522
"973",0.000511560176567344
"974",0.000590138359645275
"975",0.000703992381081065
"976",0.000730806219434238
"977",0.000612901327902302
"978",0.000587069199081663
"979",0.000658036755227845
"980",0.000898470204652769
"981",0.000575235469642478
"982",0.000906964756781711
"983",0.000676537053829424
"984",0.000720105301017414
"985",0.000521549672694148
"986",0.000617355303169705
"987",0.000484348103956639
"988",0.000538321711172044
"989",0.000682953667404228
"990",0.000626459717545958
"991",0.000545134182741026
"992",0.000491075873217438
"993",0.000435550967924976
"994",0.000498544881635275
"995",0.000407078754650447
"996",0.000499782036303273
"997",0.000504993128622005
"998",0.000530940907978305
"999",0.000661727992016441
"1000",0.000731240732256467
"1001",0.000693762304784635
"1002",0.000672405356179126
"1003",0.000714705074028342
"1004",0.000580022578260475
"1005",0.000627014167547188
"1006",0.00103877709985862
"1007",0.0009932704190387
"1008",0.000617435848272466
"1009",0.000719121596991057
"1010",0.000906446568881583
"1011",0.00229377618888264
"1012",0.00105372995827128
"1013",0.0010464403951539
"1014",0.000942258107415755
"1015",0.000919204533275318
"1016",0.00115657655317555
"1017",0.00108506905050288
"1018",0.00102110889377631
"1019",0.00076033475294749
"1020",0.000799824244376166
"1021",0.0010006024024203
"1022",0.00108938661702716
"1023",0.000938184910569937
"1024",0.00126879959351599
"1025",0.000827080101485855
"1026",0.000775114452263173
"1027",0.000871479735653677
"1028",0.000699623374077067
"1029",0.000643385505631014
"1030",0.000603950518908104
"1031",0.000641151230991391
"1032",0.000504924015105925
"1033",0.000836741371414764
"1034",0.000631225341434995
"1035",0.000657470968473904
"1036",0.000640299887416645
"1037",0.000508716934503479
"1038",0.000566647420860859
"1039",0.000667187417209415
"1040",0.000691412297056382
"1041",0.000547055833967442
"1042",0.000575156888242401
"1043",0.000597371640588395
"1044",0.000829771788136072
"1045",0.000581371616104254
"1046",0.000698274146013859
"1047",0.00102832321351437
"1048",0.000795431504160355
"1049",0.000656836385875958
"1050",0.000745025857224523
"1051",0.000639823230274581
"1052",0.000707156083672459
"1053",0.000546513494619717
"1054",0.000644554953375923
"1055",0.000821301014619346
"1056",0.000908651028953767
"1057",0.000672972135510915
"1058",0.000623481939391112
"1059",0.000663295536768695
"1060",0.000513967246209012
"1061",0.000513492359173507
"1062",0.000615550189087288
"1063",0.000749553756790573
"1064",0.000740917536805492
"1065",0.000659974105585742
"1066",0.00063336999309166
"1067",0.000504549583698935
"1068",0.00056192587139611
"1069",0.000656157429476286
"1070",0.00226836568704375
"1071",0.000942596271183831
"1072",0.000782145346336076
"1073",0.00109790986582502
"1074",0.000815266557515297
"1075",0.000735216957527825
"1076",0.000649148150979087
"1077",0.00134088315747953
"1078",0.00123244233189003
"1079",0.000903303839050643
"1080",0.000945525509626841
"1081",0.00077136798683684
"1082",0.000999752397726129
"1083",0.000969995498006159
"1084",0.00143457343912505
"1085",0.00176411152776301
"1086",0.00115649658322817
"1087",0.000981977754386476
"1088",0.00127605508657117
"1089",0.000692098447055588
"1090",0.000849136574834418
"1091",0.00111854473506185
"1092",0.0011627886612081
"1093",0.00143642295322494
"1094",0.0013383185576358
"1095",0.00121199066941941
"1096",0.00102886760995657
"1097",0.00115102580912574
"1098",0.000989418537471164
"1099",0.000781857815150411
"1100",0.00100895287730679
"1101",0.000753461571404259
"1102",0.000789210241795544
"1103",0.000853574615615994
"1104",0.00092078250142088
"1105",0.00093037209944525
"1106",0.00121795178829533
"1107",0.00101589772388163
"1108",0.00106801494890213
"1109",0.000801769165675331
"1110",0.000848443326571219
"1111",0.000641806905292189
"1112",0.000606004774048159
"1113",0.000694729590719879
"1114",0.000629947783237391
"1115",0.000542864648204933
"1116",0.000845731717790773
"1117",0.000739010107906699
"1118",0.000788135751315388
"1119",0.000877510538009411
"1120",0.000794581585684005
"1121",0.00096431758254514
"1122",0.000726180418564541
"1123",0.00118169265320007
"1124",0.000953146858131036
"1125",0.00100015609854407
"1126",0.000944592872151596
"1127",0.000845633349336946
"1128",0.000588117579700802
"1129",0.00070773194031589
"1130",0.000598692445078818
"1131",0.000749525759071615
"1132",0.000772584711006214
"1133",0.000818502358403037
"1134",0.000811399609881468
"1135",0.0010209434773887
"1136",0.00124152560918461
"1137",0.000912127206590688
"1138",0.000852885281543941
"1139",0.000696761261897585
"1140",0.000699711886635691
"1141",0.000738483264419207
"1142",0.000867882145424453
"1143",0.000738593814222101
"1144",0.000631607004466636
"1145",0.000548686978627893
"1146",0.000742619505881412
"1147",0.000638447655230061
"1148",0.000711938557893127
"1149",0.00041991397920434
"1150",0.00075534631423564
"1151",0.000577712095254246
"1152",0.000605942928594723
