Date,Open,High,Low,Close,Volume,Adj Close
3/30/2015,206.979996,208.610001,206.960007,208.25,96180400,206.169587
3/27/2015,205.130005,205.949997,204.899994,205.740005,118939000,203.684668
3/26/2015,204.960007,206.369995,204.119995,205.270004,153067200,203.219362
3/25/2015,209.070007,209.350006,205.710007,205.759995,159521700,203.704457
3/24/2015,209.850006,210.399994,208.740005,208.820007,77805300,206.7339
3/23/2015,210.419998,211.110001,210,210,71784500,207.902105
3/20/2015,209.710007,211.020004,209.490005,210.410004,177715100,208.308013
3/19/2015,209.960007,210.470001,209.029999,209.5,117917300,206.485397
3/18/2015,207.389999,211.270004,206.619995,210.460007,228808500,207.431589
3/17/2015,207.690002,208.419998,206.979996,207.960007,94510400,204.967563
3/16/2015,206.710007,208.690002,205.860001,208.580002,136099200,205.578637
3/13/2015,206.770004,207.929993,204.580002,205.830002,162410900,202.868208
3/12/2015,205.259995,207.179993,205.199997,207.100006,93993500,204.119937
3/11/2015,205.289993,205.5,204.399994,204.5,110145700,201.557344
3/10/2015,206.710007,206.809998,204.929993,204.979996,157121300,202.030433
3/9/2015,207.740005,208.789993,207.550003,208.360001,89818900,205.361801
3/6/2015,209.419998,209.940002,207.100006,207.5,188128000,204.514176
3/5/2015,210.619995,210.800003,209.850006,210.460007,76873000,207.431589
3/4/2015,210.399994,210.490005,209.059998,210.229996,114497200,207.204888
3/3/2015,211.470001,212.050003,210.080002,211.119995,110325800,208.082081
3/2/2015,210.779999,212.059998,210.720001,211.990005,87491400,208.939572
2/27/2015,211.259995,211.580002,210.600006,210.660004,108076000,207.628708
2/26/2015,211.520004,211.710007,210.649994,211.380005,72697900,208.338349
2/25/2015,211.660004,212.240005,211.220001,211.630005,73061700,208.584752
2/24/2015,211.119995,212.050003,210.759995,211.809998,72472300,208.762154
2/23/2015,210.940002,211.210007,210.479996,211.210007,74411100,208.170797
2/20/2015,209.479996,211.330002,208.729996,211.240005,140896400,208.200364
2/19/2015,209.410004,210.419998,209.240005,209.979996,91462500,206.958485
2/18/2015,209.660004,210.220001,209.339996,210.130005,80652900,207.106336
2/17/2015,209.399994,210.320007,209.100006,210.110001,76968200,207.08662
2/13/2015,209.070007,209.839996,208.759995,209.779999,93670400,206.761366
2/12/2015,207.889999,208.990005,206.970001,208.919998,97545900,205.913741
2/11/2015,206.610001,207.449997,205.830002,206.929993,91087800,203.95237
2/10/2015,205.880005,207.119995,204.679993,206.809998,96164200,203.834102
2/9/2015,204.770004,205.639999,204.139999,204.630005,87219000,201.685478
2/6/2015,206.559998,207.240005,204.919998,205.550003,125672000,202.592238
2/5/2015,204.860001,206.300003,204.770004,206.119995,97953200,203.154028
2/4/2015,203.919998,205.380005,203.509995,204.059998,134306700,201.123673
2/3/2015,203,204.850006,202.550003,204.839996,124212900,201.892448
2/2/2015,200.050003,202.029999,197.860001,201.919998,163107000,199.014467
1/30/2015,200.570007,202.169998,199.130005,199.449997,197729700,196.580008
1/29/2015,200.380005,202.300003,198.679993,201.990005,173585400,199.083467
1/28/2015,204.169998,204.289993,199.910004,200.139999,168514300,197.260082
1/27/2015,202.970001,204.119995,201.740005,202.740005,134044600,199.822675
1/26/2015,204.710007,205.559998,203.850006,205.449997,92009700,202.493671
1/23/2015,205.789993,206.100006,204.809998,204.970001,117516800,202.020582
1/22/2015,203.990005,206.259995,202.330002,206.100006,174356000,203.134327
1/21/2015,201.5,203.660004,200.940002,203.080002,122942700,200.157779
1/20/2015,202.399994,202.720001,200.169998,202.059998,130991100,199.152452
1/16/2015,198.770004,201.820007,198.550003,201.630005,211879600,198.728647
1/15/2015,201.630005,202.009995,198.880005,199.020004,176613900,196.156203
1/14/2015,199.649994,201.100006,198.570007,200.860001,190552900,197.969723
1/13/2015,204.119995,205.479996,200.509995,202.080002,214553300,199.172169
1/12/2015,204.410004,204.600006,201.919998,202.649994,144396100,199.733959
1/9/2015,206.399994,206.419998,203.509995,204.25,158567300,201.310942
1/8/2015,204.009995,206.160004,203.990005,205.899994,147217800,202.937193
1/7/2015,201.419998,202.720001,200.880005,202.309998,125346700,199.398855
1/6/2015,202.089996,202.720001,198.860001,199.820007,209151400,196.944694
1/5/2015,204.169998,204.369995,201.350006,201.720001,169632600,198.817348
1/2/2015,206.380005,206.880005,204.179993,205.429993,121465900,202.473955
12/31/2014,207.990005,208.190002,205.389999,205.539993,130333800,202.582372
12/30/2014,208.210007,208.369995,207.509995,207.600006,73540800,204.612743
12/29/2014,208.220001,208.970001,208.139999,208.720001,79643900,205.716622
12/26/2014,208.309998,208.850006,208.25,208.440002,57326700,205.440652
12/24/2014,208.020004,208.339996,207.720001,207.770004,42963400,204.780295
12/23/2014,208.169998,208.229996,207.399994,207.75,122167900,204.760578
12/22/2014,206.75,207.470001,206.460007,207.470001,148318900,204.484609
12/19/2014,206.429993,207.330002,205.610001,206.520004,245084600,203.548282
12/18/2014,204.740005,212.970001,203.919998,206.779999,247780600,202.685864
12/17/2014,198.440002,202.339996,198.289993,201.789993,253754500,197.794658
12/16/2014,199.509995,202.399994,197.860001,197.910004,259543800,193.99149
12/15/2014,201.979996,202.529999,198.779999,199.509995,189965800,195.559802
12/12/2014,202.639999,203.820007,200.850006,200.889999,202330200,196.912484
12/11/2014,203.880005,206.190002,203.710007,204.190002,159012800,200.147148
12/10/2014,205.910004,205.979996,202.929993,203.160004,154761600,199.137543
12/9/2014,204.369995,206.600006,203.910004,206.470001,125180100,202.382004
12/8/2014,207.520004,208.119995,205.929993,206.610001,108588200,202.519232
12/5/2014,207.869995,208.470001,207.550003,208,91025500,203.88171
12/4/2014,207.539993,208.270004,206.699997,207.660004,89928200,203.548445
12/3/2014,207.300003,208.149994,207.100006,207.889999,69450000,203.773887
12/2/2014,205.809998,207.339996,205.779999,207.089996,74507200,202.989724
12/1/2014,206.399994,206.539993,205.380005,205.759995,103968400,201.686055
11/28/2014,207.490005,207.869995,206.910004,207.199997,57890100,203.097547
11/26/2014,207.289993,207.759995,207.029999,207.639999,61928400,203.528837
11/25/2014,207.539993,207.789993,206.800003,207.110001,79108000,203.009332
11/24/2014,207.169998,207.389999,206.910004,207.259995,65881000,203.156356
11/21/2014,207.639999,207.839996,205.979996,206.679993,142327000,202.587838
11/20/2014,204.259995,205.710007,204.179993,205.580002,72840000,201.509627
11/19/2014,205.309998,205.550003,204.300003,205.220001,82373000,201.156754
11/18/2014,204.440002,205.919998,204.440002,205.550003,76068000,201.480222
11/17/2014,203.850006,204.580002,203.649994,204.369995,80441000,200.323577
11/14/2014,204.100006,204.490005,203.720001,204.240005,80418000,200.196161
11/13/2014,204.160004,204.830002,203.210007,204.190002,85358000,200.147148
11/12/2014,203.350006,204.240005,203.309998,203.960007,90120000,199.921706
11/11/2014,204.059998,204.309998,203.649994,204.179993,54499000,200.137337
11/10/2014,203.380005,204.039993,203.130005,203.979996,66319000,199.9413
11/7/2014,203.169998,203.600006,202.610001,203.339996,89540000,199.313972
11/6/2014,202.389999,203.259995,201.639999,203.149994,107089000,199.127732
11/5/2014,202.539993,202.589996,201.449997,202.339996,91709000,198.333771
11/4/2014,201.229996,201.600006,200.059998,201.070007,93343000,197.088928
11/3/2014,201.919998,202.449997,201.309998,201.770004,93600000,197.775065
10/31/2014,201.779999,201.820007,200.770004,201.660004,146903000,197.667242
10/30/2014,197.580002,199.949997,197.399994,199.380005,113330000,195.432386
10/29/2014,198.550003,199.119995,196.800003,198.110001,142557000,194.187527
10/28/2014,196.820007,198.419998,196.729996,198.410004,106736000,194.481591
10/27/2014,195.729996,196.449997,195.029999,196.160004,82954000,192.276139
10/24/2014,195.25,196.490005,194.490005,196.429993,117927000,192.540783
10/23/2014,194.619995,196.199997,194.259995,194.929993,154944000,191.070482
10/22/2014,194.410004,194.910004,192.610001,192.690002,151822000,188.874842
10/21/2014,191.679993,194.199997,191.479996,194.070007,154949000,190.227524
10/20/2014,188.130005,190.449997,188.070007,190.300003,130011000,186.532164
10/17/2014,188.419998,189.75,187.619995,188.470001,214625000,184.738395
10/16/2014,183.059998,187.580002,182.889999,186.270004,270391000,182.581957
10/15/2014,185.160004,187.690002,181.919998,186.429993,380715000,182.738777
10/14/2014,188.419998,189.820007,187.039993,187.699997,215847000,183.983636
10/13/2014,190.460007,191.149994,187.300003,187.410004,230939000,183.699385
10/10/2014,192.690002,193.649994,190.490005,190.539993,221909000,186.767402
10/9/2014,196.330002,196.600006,192.580002,192.740005,210705000,188.923855
10/8/2014,193.369995,196.919998,192.360001,196.639999,186461000,192.746631
10/7/2014,195.279999,195.720001,193.220001,193.259995,147913000,189.433549
10/6/2014,197.339996,197.600006,195.580002,196.289993,104778000,192.403555
10/3/2014,195.679993,196.940002,195.080002,196.520004,121569000,192.629012
10/2/2014,194.179993,195.059998,192.350006,194.380005,157285000,190.531384
10/1/2014,196.699997,196.770004,193.910004,194.350006,177798000,190.501979
9/30/2014,197.690002,198.300003,196.610001,197.020004,131302000,193.119112
9/29/2014,196.199997,197.889999,196.050003,197.539993,95112000,193.628806
9/26/2014,196.699997,198.389999,196.419998,197.899994,103547000,193.981679
9/25/2014,199.039993,199.050003,196.270004,196.339996,150300000,192.452568
9/24/2014,198.039993,199.690002,197.520004,199.559998,107276000,195.608815
9/23/2014,198.429993,199.259995,197.949997,198.009995,111393000,194.089501
9/22/2014,200.350006,200.380005,198.729996,199.149994,125553000,195.206929
9/19/2014,201.520004,201.899994,200.289993,200.699997,121649000,196.726243
9/18/2014,201.360001,201.850006,201.100006,201.820007,94990000,196.903672
9/17/2014,200.770004,201.679993,199.75,200.75,151266000,195.85973
9/16/2014,198.610001,200.839996,198.5,200.479996,116201000,195.596303
9/15/2014,199.160004,199.320007,198.380005,198.979996,76401000,194.132843
9/12/2014,200.100006,200.119995,198.559998,199.130005,117409300,194.279198
9/11/2014,199.270004,200.330002,199.119995,200.300003,66774400,195.420695
9/10/2014,199.429993,200.199997,198.770004,200.070007,67251000,195.196302
9/9/2014,200.410004,200.550003,198.910004,199.320007,88591000,194.464572
9/8/2014,200.919998,201.210007,200,200.589996,64146000,195.703624
9/5/2014,200.169998,201.190002,199.410004,201.110001,102177000,196.210961
9/4/2014,200.839996,201.580002,199.660004,200.210007,85236000,195.332891
9/3/2014,201.380005,201.410004,200.220001,200.5,57462000,195.61582
9/2/2014,200.970001,201,199.860001,200.610001,72426000,195.723141
8/29/2014,200.449997,200.729996,199.820007,200.710007,65907000,195.820711
8/28/2014,199.589996,200.270004,199.389999,200.139999,58330000,195.264589
8/27/2014,200.429993,200.570007,199.940002,200.25,47874000,195.37191
8/26/2014,200.330002,200.820007,200.279999,200.330002,47298000,195.449963
8/25/2014,200.139999,200.589996,199.149994,200.199997,63855000,195.323125
8/22/2014,199.339996,199.690002,198.740005,199.190002,76107000,194.337734
8/21/2014,199.089996,199.759995,198.929993,199.5,67791000,194.64018
8/20/2014,198.119995,199.160004,198.080002,198.919998,72763000,194.074307
8/19/2014,197.839996,198.539993,197.440002,198.389999,59135000,193.557219
8/18/2014,196.800003,197.449997,196.690002,197.360001,75424000,192.552311
8/15/2014,196.470001,196.649994,194.309998,195.720001,139951000,190.952262
8/14/2014,195.160004,195.759995,194.979996,195.759995,57371000,190.991281
8/13/2014,194.289993,195.059998,193.960007,194.839996,69047000,190.093694
8/12/2014,193.610001,194.149994,192.940002,193.529999,73632000,188.815608
8/11/2014,193.970001,194.660004,193.710007,193.800003,74544000,189.079035
8/8/2014,191.460007,193.369995,190.949997,193.240005,117014000,188.532679
8/7/2014,192.940002,193.130005,190.550003,191.029999,135733000,186.376508
8/6/2014,191.110001,192.889999,191.080002,192.070007,94818000,187.391182
8/5/2014,193.100006,193.600006,191.309998,192.009995,152690000,187.332631
8/4/2014,192.869995,194.300003,192.050003,193.889999,91340000,189.166839
8/1/2014,192.559998,193.759995,191.570007,192.5,189261000,187.8107
7/31/2014,195.610001,195.779999,192.970001,193.089996,183479000,188.386324
7/30/2014,197.649994,197.910004,196.160004,196.979996,104222000,192.181563
7/29/2014,198.169998,198.449997,196.919998,196.949997,80466000,192.152295
7/28/2014,197.759995,198.089996,196.619995,197.800003,69259000,192.981595
7/25/2014,198.089996,198.259995,197.330002,197.720001,76837000,192.903542
7/24/2014,198.830002,199.059998,198.449997,198.649994,56888000,193.81088
7/23/2014,198.5,198.850006,198.100006,198.639999,65612000,193.801129
7/22/2014,198.009995,198.559998,197.869995,198.199997,67678000,193.371845
7/21/2014,197.089996,197.5,196.429993,197.339996,67592000,192.532794
7/18/2014,196.350006,197.910004,196.240005,197.710007,124330000,192.893791
7/17/2014,197.350006,198.100006,195.429993,195.710007,145398000,190.942511
7/16/2014,198.110001,198.259995,197.419998,197.960007,79986400,193.137701
7/15/2014,197.720001,198.100006,196.360001,197.229996,111307000,192.425473
7/14/2014,197.610001,197.860001,197.440002,197.600006,58658000,192.78647
7/11/2014,196.220001,196.75,195.779999,196.610001,64243000,191.820581
7/10/2014,195.220001,196.860001,195.059998,196.339996,99040000,191.557154
7/9/2014,196.729996,197.300003,196.309998,197.119995,72992000,192.318152
7/8/2014,197.149994,197.220001,195.759995,196.240005,108143000,191.459599
7/7/2014,197.820007,197.979996,197.220001,197.509995,61696000,192.698651
7/3/2014,197.789993,198.289993,197.639999,198.199997,52938800,193.371845
7/2/2014,197.050003,197.479996,196.960007,197.229996,52475000,192.425473
7/1/2014,196.199997,197.630005,196.130005,197.029999,90470000,192.230348
6/30/2014,195.699997,196.169998,195.529999,195.720001,70201200,190.952262
6/27/2014,194.979996,195.880005,194.889999,195.820007,71445100,191.049832
6/26/2014,195.610001,195.630005,194.130005,195.440002,84312000,190.679084
6/25/2014,194.289993,195.779999,194.25,195.580002,82782000,190.815673
6/24/2014,195.529999,196.5,194.479996,194.699997,96237000,189.957105
6/23/2014,195.990005,196.050003,195.520004,195.880005,70611000,191.108368
6/20/2014,196.029999,196.100006,195.699997,195.940002,100587000,191.166904
6/19/2014,196.429993,196.600006,195.800003,196.479996,85929000,190.779573
6/18/2014,194.830002,196.369995,194.399994,196.259995,105267000,190.565954
6/17/2014,194.020004,194.970001,193.809998,194.830002,84834000,189.17745
6/16/2014,193.889999,194.699997,193.660004,194.289993,87424000,188.653108
6/13/2014,193.919998,194.320007,193.300003,194.130005,82017000,188.497762
6/12/2014,194.690002,194.800003,193.110001,193.539993,106350000,187.924868
6/11/2014,194.899994,195.119995,194.479996,194.919998,68772000,189.264835
6/10/2014,195.339996,195.639999,194.919998,195.600006,57129000,189.925114
6/9/2014,195.350006,196.050003,195.169998,195.580002,65119000,189.90569
6/6/2014,194.869995,195.429993,194.779999,195.380005,78696000,189.711496
6/5/2014,193.410004,194.649994,192.699997,194.449997,92103000,188.80847
6/4/2014,192.470001,193.300003,192.270004,193.190002,55529000,187.585031
6/3/2014,192.429993,192.899994,192.25,192.800003,65047000,187.206347
6/2/2014,192.949997,192.990005,191.970001,192.899994,64656000,187.303437
5/30/2014,192.190002,192.800003,192.029999,192.679993,76316000,187.089818
5/29/2014,191.820007,192.399994,191.330002,192.369995,64377000,186.788815
5/28/2014,191.520004,191.820007,191.059998,191.380005,66723000,185.827547
5/27/2014,191.059998,191.580002,190.949997,191.520004,72010000,185.963484
5/23/2014,189.759995,190.479996,189.589996,190.350006,61092800,184.827431
5/22/2014,189.179993,189.979996,188.860001,189.589996,61549000,184.089471
5/21/2014,188.089996,189.220001,188.059998,189.130005,89093000,183.642825
5/20/2014,188.649994,188.669998,187.070007,187.550003,111644000,182.108664
5/19/2014,187.690002,188.889999,187.520004,188.740005,63839000,183.264141
5/16/2014,187.509995,188.130005,186.720001,188.050003,97458000,182.594157
5/15/2014,188.679993,188.720001,186.479996,187.399994,154956000,181.963007
5/14/2014,189.789993,189.880005,188.789993,189.059998,72367000,183.574849
5/13/2014,190.039993,190.419998,189.770004,189.960007,66454000,184.448746
5/12/2014,188.800003,189.880005,188,189.789993,86940000,184.283666
5/9/2014,187.710007,188.039993,186.830002,187.960007,83679000,182.506772
5/8/2014,187.710007,189.050003,187.080002,187.679993,93618000,182.234882
5/7/2014,187.410004,187.970001,186.009995,187.880005,106500000,182.429091
5/6/2014,188,188.130005,186.740005,186.779999,85454000,181.360999
5/5/2014,187.139999,188.550003,186.619995,188.419998,75883000,182.953418
5/2/2014,188.309998,189.139999,187.779999,188.059998,98122000,182.603862
5/1/2014,188.220001,188.839996,187.729996,188.330002,93019000,182.866033
4/30/2014,187.440002,188.5,187.179993,188.309998,101508000,182.846609
4/29/2014,187.479996,188.039993,187.080002,187.75,84098000,182.302858
4/28/2014,187.050003,187.690002,184.960007,186.880005,135121000,181.458104
4/25/2014,187.220001,187.330002,185.869995,186.289993,100380000,180.88521
4/24/2014,188.369995,188.389999,186.929993,187.830002,88170000,182.380539
4/23/2014,187.820007,187.919998,187.300003,187.449997,73869000,182.011559
4/22/2014,187.229996,188.399994,187.130005,187.889999,85790000,182.438796
4/21/2014,186.440002,187.100006,186.210007,187.039993,68329000,181.613451
4/17/2014,185.880005,186.910004,185.559998,186.389999,105255000,180.982315
4/16/2014,185.470001,186.139999,184.649994,186.130005,105197000,180.729864
4/15/2014,183.320007,184.330002,181.509995,184.199997,157093000,178.85585
4/14/2014,182.929993,183.369995,181.440002,182.940002,132382000,177.632412
4/11/2014,182.139999,183.419998,181.309998,181.509995,167251000,176.243892
4/10/2014,187.080002,187.169998,182.929993,183.160004,172959000,177.84603
4/9/2014,185.600006,187.149994,185.059998,187.089996,100254000,181.662003
4/8/2014,184.259995,185.399994,183.589996,185.100006,112660000,179.729748
4/7/2014,185.949997,186.259995,183.960007,184.339996,140803000,178.991788
4/4/2014,189.660004,189.699997,186.100006,186.399994,169381000,180.992019
4/3/2014,189.169998,189.220001,188.050003,188.630005,77435000,183.157332
4/2/2014,188.490005,189.130005,188.139999,188.880005,78774000,183.400078
4/1/2014,187.619995,188.360001,187,188.25,89193000,182.788352
3/31/2014,186.669998,187.300003,185.520004,187.009995,99745000,181.584322
3/28/2014,185.110001,186.419998,185,185.490005,101642000,180.108432
3/27/2014,184.75,185.339996,183.899994,184.580002,142383000,179.22483
3/26/2014,187.039993,187.339996,184.919998,184.970001,119843000,179.603515
3/25/2014,186.369995,186.940002,185.270004,186.309998,103852000,180.904634
3/24/2014,186.839996,187.070007,184.619995,185.429993,121411000,180.050161
3/21/2014,187.710007,189.020004,186.029999,186.199997,163128000,180.797825
3/20/2014,186.25,187.889999,185.919998,187.75,117241000,181.501789
3/19/2014,187.679993,187.940002,185.470001,186.660004,176267300,180.448067
3/18/2014,186.710007,187.910004,186.509995,187.660004,101804600,181.414788
3/17/2014,185.589996,186.770004,185.509995,186.330002,98359500,180.129048
3/14/2014,184.850006,185.800003,184.440002,184.660004,153919600,178.514626
3/13/2014,187.839996,187.990005,184.660004,185.179993,155014300,179.01731
3/12/2014,186.320007,187.350006,185.899994,187.279999,104824400,181.047429
3/11/2014,188.440002,188.710007,186.800003,187.229996,99009100,180.99909
3/10/2014,187.970001,188.229996,187.080002,188.160004,74939200,181.898148
3/7/2014,188.960007,188.960007,187.429993,188.259995,114513500,181.994811
3/6/2014,188.210007,188.610001,187.779999,188.179993,82516500,181.917472
3/5/2014,187.740005,188.070007,187.449997,187.75,88376900,181.501789
3/4/2014,186.789993,187.979996,186.75,187.580002,167545900,181.337448
3/3/2014,184.649994,185.449997,183.75,184.979996,167748500,178.823969
2/28/2014,185.789993,187.149994,185.050003,186.289993,150842000,180.090371
2/27/2014,184.580002,185.869995,184.369995,185.820007,93880800,179.636025
2/26/2014,185.110001,185.600006,184.330002,184.850006,98677200,178.698305
2/25/2014,185.059998,185.589996,184.229996,184.839996,117085000,178.688629
2/24/2014,184.279999,186.149994,184.199997,184.910004,114063900,178.756306
2/21/2014,184.449997,184.889999,183.800003,183.889999,118116400,177.770247
2/20/2014,183.270004,184.520004,182.600006,184.100006,104998100,177.973265
2/19/2014,183.759995,184.949997,182.869995,183.020004,126524300,176.929205
2/18/2014,184.179993,184.490005,183.649994,184.240005,80460900,178.108605
2/14/2014,182.839996,184.360001,182.669998,184.020004,96498400,177.895925
